tag,h,x,y,quadrat,bottom.corrx,bottom.corry,top.corrx,top.corry,species,sp.num,stem.id,piece.id,windthrow,cut,decay,type,dbh,ht.m,top.dbh,end.dbh,length,notes,
101661,10,8,6,1086,,,,,,,,A,N,N,2,standing dead,5.6,,,,,,
101657,10,8,6,1086,,,,,,,,A,N,N,2,lying whole,7,,,2.9,3.5,,
no tag,10,8,6,1086,,,,,,,,A,N,N,3,lying whole,28.5,,,24.1,7.8,,
101761,10,9,6,1096,,,,,,,,A,N,N,2,standing dead,16.3,,,,,,
101777,10,9,6,1096,,,,,,,,A,N,N,2,standing dead,4.8,,,,,,
101804,10,9,7,1097,,,,,,,,A,N,N,2,standing dead,36.4,,,,,,
102129,10,10,6,10106,,,,,,,,A,N,N,2,lying whole,5.5,,,3.4,3.2,broken,
101903,10,8,10,10810,,,,,,,,A,N,N,2,standing dead,12.8,,,,,,
101467,10,7,9,1079,,,,,,,,A,N,N,2,standing dead,52.7,,,,,,
101911,10,10,10,101010,,,,,,,,A,N,N,3,lying whole,52.2,,,36.1,12.1,,
no tag,10,10,9,10109,,,,,,,,A,N,N,2,lying whole,6.7,,,2.8,3.6,,
110614,11,1,10,11110,,,,,,,,B,N,Y,1,standing broken,27.3,,,26.9,1,rearranged from sketch,
110614,11,1,10,11110,,,,,,,,C,N,Y,1,standing broken,26.2,,,24.9,1.1,rearranged from sketch,
110614,11,1,10,11110,,,,,,,,D,N,Y,1,standing broken,25.3,,,24.5,1,rearranged from sketch,
110614,11,1,10,11110,,,,,,,,E,N,Y,1,standing broken,25.2,,,23.2,0.8,rearranged from sketch,
110614,11,2,9,1129,,,,,,,,F,N,Y,2,standing broken,24.6,,,21,2.2,rearranged from sketch,
110614,11,2,9,1129,,,,,,,,G,N,Y,2,standing broken,23.5,,,22.8,1.3,rearranged from sketch,
110614,11,2,9,1129,,,,,,,,H,N,Y,2,standing broken,19.4,,,16.4,1.5,rearranged from sketch,
110614,11,2,9,1129,,,,,,,,I,N,Y,2,standing broken,19.2,,,15.3,1.5,rearranged from sketch,
,11,6,8,1168,,,,,,,,A,N,N,3,lying whole,,,,12.9,3.5,,
no tag,11,5,5,1155,,,,,,,,A,N,N,3,lying whole,30.9,,,5.9,15.3,,
no tag,11,8,10,11810,,,,,,,,A,N,N,3,lying whole,28.5,,,20.7,,,
no tag,11,1,5,1115,,,,,,,,A,N,N,3,lying whole,29.5,,,8.1,17.1,,
110148,11,2,4,1124,,,,,,,,A,N,N,3,lying whole,19.6,,,18.7,3.4,,
110143,11,2,3,1123,,,,,,,,A,N,N,1,standing dead,6.1,,,,,,
110353,11,4,4,1144,,,,,,,,A,N,N,3,standing dead,21.4,,,,,,
111021,11,6,6,1166,,,,,,,,A,N,N,2,lying whole,23.7,,,12.1,,,
110833,11,5,4,1154,,,,,,,,A,N,N,1,lying broken,32,,,13.5,8,,
110833,11,6,5,1165,,,,,,,,B,N,N,1,lying broken,9.4,,,3.7,,,
no tag,11,4,4,1144,,,,,,,,A,N,N,3,lying whole,39.5,,,38.3,10.4,,
110022,11,1,3,1113,,,,,,,,A,N,N,2,lying whole,9.5,,,7.3,5.3,,
110124,11,2,2,1122,,,,,,,,A,N,N,2,lying whole,4.2,,,4,2.4,,
no tag,11,3,2,1132,,,,,,,,A,N,N,2,lying whole,8.9,,,7.3,4.5,,
110235,11,3,3,1133,,,,,,,,A,N,N,2,lying whole,5,,,4.5,2,,
110301,11,4,2,1142,,,,,,,,A,N,N,2,standing dead,8.8,,,,,,
no tag,11,5,1,1151,,,,,,,,A,N,N,3,lying whole,19,,,14.3,4.3,,
no tag,11,1,1,1111,,,,,COFL2,22,,A,N,N,3,lying whole,9.2,,,6.6,7.4,,
110816,11,5,3,1153,,,,,,,,A,N,N,2,standing dead,1.2,,,,,,
110817,11,5,3,1153,,,,,,,,A,N,N,2,standing dead,1.3,,,,,,
110818,11,5,3,1153,,,,,,,,A,N,N,2,standing dead,1.9,,,,,,
110819,11,5,3,1153,,,,,,,,A,N,N,2,standing dead,2,,,,,,
110623,11,1,10,11110,,,,,,,,A,N,N,2,standing dead,29.6,,,,,,
110614,11,1,10,11110,,,,,,,,A,N,Y,1,standing broken,46.6,18,27.3,,,,
no tag,11,1,9,1119,,,,,,,,A,N,N,2,lying whole,11.5,,,5.2,6.1,,
no tag,11,3,9,1139,,,,,,,,A,N,N,3,stump,,,,,,,
110429,11,3,9,1139,,,,,,,,A,N,N,3,lying whole,7.2,,,5.2,3.1,,
111156,11,5,9,1159,,,,,,,,A,N,N,2,lying whole,2.7,,,2,1.7,,
111158,11,5,9,1159,,,,,,,,A,N,N,2,lying whole,1.5,,,0.8,3.5,broken,
111129,11,5,9,1159,,,,,,,,A,N,N,2,lying whole,1.2,,,1.2,1.4,broken,
110881,11,5,8,1158,,,,,,,,A,N,N,2,standing dead,78.5,,,,,,
111115,11,5,8,1158,,,,,,,,A,N,N,2,lying whole,2.7,,,1.3,3.1,,
110398,11,4,8,1148,,,,,,,,A,N,N,2,standing dead,7.2,,,,,,
111066,11,6,8,1168,,,,,,,,A,N,N,2,lying whole,10.3,,,9.9,3.9,,
no tag,11,1,8,1118,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,11,1,6,1116,,,,,,,,A,W,N,3,lying whole,36.5,,,17.1,8.1,,
no tag,11,1,6,1116,,,,,,,,A,N,N,3,lying whole,16.3,,,6,9.4,,
110165,11,2,6,1126,,,,,,,,A,N,N,2,standing broken,12.7,,9.7,,,,
110165,11,2,6,1126,,,,,,,,B,N,N,2,standing broken,9.7,,,6.6,2.6,,
no tag,11,1,4,1114,,,,,,,,A,N,N,3,lying whole,29.5,,,8.1,21.8,,
110075,11,1,7,1117,,,,,,,,A,N,N,1,standing dead,15,,,,,,
110197,11,2,7,1127,,,,,CACA18,14,,A,N,N,3,lying whole,10.7,,,8.2,4.9,,
110297,11,3,7,1137,,,,,,,,A,N,N,2,standing dead,6.8,,,,,,
no tag,11,5,6,1156,,,,,,,,A,N,N,3,lying whole,20,,,13.6,5.9,,
no tag,11,5,6,1156,,,,,,,,A,N,N,3,lying whole,7.5,,,4.7,4.1,,
no tag,11,5,7,1157,,,,,,,,A,N,N,3,stump,,,,,,,
110855,11,5,6,1156,,,,,,,,A,N,N,2,standing broken,11.6,2,8.7,,,,
110855,11,5,6,1156,,,,,,,,B,N,N,2,standing broken,8.7,,,6,3,,
no tag,11,8,5,1185,,,,,FAGR,,,A,N,N,3,standing broken,85.5,2,80.6,,,,
no tag,11,8,5,1185,,,,,,,,B,N,N,3,standing broken,80.6,,,59.2,11.6,,
no tag,11,8,4,1184,,,,,,,,C,N,N,3,standing broken,51.8,,,47.2,5.3,,
no tag,11,8,4,1184,,,,,,,,A,N,N,3,lying whole,54.1,,,30.5,21.1,,
no tag,11,9,4,1194,,,,,,,,A,N,N,2,lying whole,12,,,7.9,4.6,,
110947,11,7,4,1174,,,,,,,,A,N,N,2,standing broken,28.8,,22.3,,,,
110947,11,7,4,1174,,,,,,,,B,N,N,2,standing broken,22.3,,,21.6,1.1,,
110947,11,7,4,1174,,,,,,,,C,N,N,2,standing broken,22,,,18.7,9.3,,
110947,11,8,4,1184,,,,,,,,D,N,N,2,standing broken,17.7,,,12.4,3.3,,
no tag,11,9,5,1195,,,,,,,,A,N,N,3,lying whole,14.1,,,12.5,13,,
no tag,11,6,3,1163,,,,,,,,A,N,N,2,lying whole,6.5,,,5,3.5,,
no tag,11,7,3,1173,,,,,,,,A,N,N,2,lying whole,8,,,6.4,2.3,,
no tag,11,7,2,1172,,,,,,,,A,N,N,3,lying whole,23.2,,,15.3,15.3,110585?,
no tag,11,7,2,1172,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,11,7,2,1172,,,,,,,,A,N,N,2,lying whole,6.3,,,4.3,3.8,,
110867,11,7,1,1171,,,,,COFL2,22,,A,N,N,2,lying whole,9.6,,,7.8,4.9,,
110574,11,6,2,1162,,,,,,,,A,N,N,2,lying whole,10.6,,,4.8,6.6,,
no tag,11,6,2,1162,,,,,,,,A,N,N,3,lying whole,8.9,,,7.4,3.8,,
110580,11,6,2,1162,,,,,,,,A,N,N,2,lying whole,6,,,4.6,5.4,,
111345,11,9,1,1191,,,,,,,,A,N,N,1,lying whole,24.5,,,12.1,14.1,,
102026,11,10,2,11102,,,,,,,,B,W,N,1,lying broken,36.1,,,17.2,7.2,,
no tag,11,8,9,1189,,,,,,,,A,N,N,3,lying whole,21,,,13,10.7,,
112141,11,10,10,111010,,,,,,,,A,N,N,2,standing broken,10.1,1.8,8,,,,
112141,11,10,10,111010,,,,,,,,B,N,N,2,standing broken,8,,,6.3,3.2,,
no tag,11,10,10,111010,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,11,9,8,1198,,,,,,,,A,N,N,3,lying whole,6.6,,,4.6,3.1,,
no tag,11,10,9,11109,,,,,,,,A,N,N,2,lying whole,36.3,,,19.9,12.4,,
111727,11,9,7,1197,,,,,,,,A,N,N,2,lying whole,13.2,,,6.8,5.5,,
no tag,11,9,7,1197,,,,,,,,A,N,N,2,lying whole,81,,,67.8,13.3,,
no tag,11,9,7,1197,,,,,,,,A,N,N,3,stump,,,,,,,
111590,11,9,6,1196,,,,,,,,A,N,N,1,standing dead,3.7,,,,,leaning,
111595,11,9,6,1196,,,,,CACA18,14,,A,N,N,2,lying whole,14,,,5,2.7,,
111587,11,9,6,1196,,,,,,,,A,N,N,2,lying whole,5.5,,,3.2,2.5,,
111628,11,8,7,1187,,,,,,,,A,N,N,2,lying whole,14.1,,,10.7,4.6,,
111620,11,8,7,1187,,,,,,,,A,N,N,2,standing broken,12.2,,,9.4,2.8,connected,
no tag,11,8,8,1188,,,,,,,,A,N,N,2,lying whole,41.9,,,24,23.3,,
no tag,11,7,6,1176,,,,,,,,A,N,N,3,lying whole,48.3,,,22,11.2,,
110985,11,7,7,1177,,,,,,,,A,N,N,2,lying whole,5,,,2.7,4.4,,
111035,11,6,7,1167,,,,,,,,A,N,N,2,lying whole,10,,,5.1,6.4,,
111030,11,6,6,1166,,,,,,,,A,N,N,2,standing dead,10.1,,,,,leaning,
111019,11,6,6,1166,,,,,,,,A,N,N,2,standing dead,10.4,,,,,leaning,
111021,11,6,6,1166,,,,,,,,A,N,N,2,lying whole,23.7,,,12.1,11.3,,
no tag,11,6,8,1168,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,11,6,8,1168,,,,,,,,A,N,N,3,stump,,,,,,,
123427,12,9,9,1299,,,,,COFL2,,,A,N,N,2,lying whole,6.6,,,3.2,4.3,,
122365,12,2,5,1225,,,,,,,,A,N,N,1,lying whole,2.3,,,0.9,2.6,broken,
no tag,12,2,4,1224,,,,,,,,A,N,N,3,lying whole,,,,24.9,,,
no tag,12,1,3,1213,,,,,,,,A,N,N,3,lying whole,32.6,,,25,11.9,,
122346,12,2,3,1223,,,,,,,,A,N,N,2,lying whole,10.8,,,10.2,2.5,,
122426,12,4,1,1241,,,,,,,,A,N,N,2,standing dead,6.3,,,,,,
no tag,12,4,1,1241,,,,,CACA18,14,,A,N,N,2,stump,,,,,,,
122646,12,5,1,1251,,,,,,,,A,N,N,2,standing dead,,,,,,stump sprouts,
122643,12,5,1,1251,,,,,,,,A,N,N,2,lying whole,4,,,3.2,2.2,,
122637,12,5,1,1251,,,,,,,,A,N,N,2,lying whole,11.1,,,9,8.1,,
122439,12,4,3,1243,,,,,,,,A,N,N,3,standing broken,15.8,1.7,,,,no top,
122226,12,4,3,1243,,,,,,,,A,N,N,2,standing dead,10.7,,,,,,
no tag,12,3,3,1233,,,,,,,,A,N,N,3,lying whole,12.2,,,9.8,3.4,,
no tag,12,3,3,1233,,,,,COFL2,22,,A,N,N,2,standing broken,4.5,1.7,4.5,,,,
no tag,12,3,3,1233,,,,,COFL2,22,,B,N,N,2,standing broken,4.5,,,1.8,2.8,,
no tag,12,4,4,1244,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,12,5,5,1255,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,12,4,3,1243,,,,,,,2,A,N,Y,3,lying cut,54.9,,,,1.7,no top,
no tag,12,4,3,1243,,,,,,,1,A,N,Y,3,lying cut,62.4,,65.6,,1.8,,
no tag,12,4,4,1244,,,,,,,1,B,N,Y,3,lying cut,65.6,,,34.4,15.1,,
no tag,12,5,3,1253,,,,,,,,D,N,Y,3,lying cut,47.9,,,45.2,2.3,,
no tag,12,5,3,1253,,,,,,,,E,N,Y,3,lying cut,46.2,,,45.1,1.9,,
no tag,12,5,2,1252,,,,,,,,F,N,Y,3,lying cut,39.7,,,26.7,12,,
no tag,12,1,10,12110,,,,,,,,A,N,N,3,lying whole,12.6,,,11,3.9,,
no tag,12,2,10,12210,,,,,,,,A,N,N,3,lying whole,14,,,7.7,9.8,,
no tag,12,2,10,12210,,,,,,,,A,N,N,3,lying whole,6,,,4.3,4.4,,
122528,12,2,10,12210,,,,,,,,A,N,N,2,lying broken,28,,,16.5,19,,
122528,12,4,10,12410,,,,,,,,B,N,N,2,lying broken,16,,,11.6,5.1,,
no tag,12,2,9,1229,,,,,,,,A,N,N,3,lying ,14,,,6.5,8.1,,
no tag,12,3,10,12310,,,,,,,,A,N,N,3,lying whole,13,,,10.5,10.9,,
122186,12,1,8,1218,,,,,,,,A,N,N,2,lying whole,22.7,,,12,18,,
no tag,12,2,8,1228,,,,,,,,A,N,N,3,lying whole,22.7,,,14.4,8.5,,
no tag,12,2,8,1228,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,12,4,10,12410,,,,,,,,A,N,N,3,lying whole,28.8,,,9.6,19.1,,
no tag,12,5,10,12510,,,,,,,,A,N,N,3,lying whole,42.6,,,38,9.2,,
no tag,12,5,10,12510,,,,,,,,A,N,N,3,lying whole,18.3,,,15.7,3.1,,
122835,12,5,8,1258,,,,,,,,A,N,N,3,standing broken,24.8,1.9,19.7,,,,
122835,12,6,8,1268,,,,,,,,B,N,N,3,standing broken,19.7,,,18.2,2.3,,
122835,12,6,7,1267,,,,,,,,C,N,N,3,standing broken,18.2,,,13.5,3.1,,
no tag,12,7,9,1279,,,,,,,,A,N,N,3,lying whole,63.8,,,35.3,22.2,,
122841,12,6,9,1269,,,,,,,,A,N,N,3,standing dead,45,,,,,,
no tag,12,5,8,1258,,,,,,,,A,N,N,3,lying whole,23.8,,,9.9,15.2,,
122802,12,5,6,1256,,,,,,,,A,N,N,2,lying whole,7.2,,,5.4,,,
122706,12,4,7,1247,,,,,,,,A,N,N,2,standing broken,46.5,16,,,,no top,
no tag,12,3,7,1237,,,,,,,,A,N,N,3,lying whole,24.3,,,12.3,14.6,,
no tag,12,3,6,1236,,,,,,,,A,N,N,3,lying whole,7.6,,,5.8,3,,
no tag,12,2,7,1227,,,,,,,,A,N,N,3,lying whole,11.7,,,10.6,3.1,,
no tag,12,7,6,1276,,,,,,,,A,N,Y,3,lying cut,13,,,4.3,9.3,,
no tag,12,8,5,1285,,,,,,,,A,N,N,3,lying whole,49,,,48.3,9.4,,
no tag,12,8,5,1285,,,,,,,,A,N,N,3,lying whole,44.5,,,38.2,5.3,,
no tag,12,8,5,1285,,,,,,,,B,N,N,3,lying whole,38.2,,,12.6,11.9,,
no tag,12,8,5,1285,,,,,,,,C,N,N,3,lying whole,38.2,,,12.2,9.7,,
123045,12,7,4,1274,,,,,COFL2,22,,A,N,N,2,lying whole,5.1,,,3.3,4,,
no tag,12,6,4,1264,,,,,,,,A,N,Y,3,lying cut,55.2,,,51.5,1.7,,
no tag,12,6,3,1263,,,,,,,,A,N,Y,3,lying cut,51.3,,,49.5,1.9,,
no tag,12,8,3,1283,,,,,COFL2,22,,A,N,N,2,lying whole,5.5,,,,3.5,leaning on 123254,
123110,12,8,2,1282,,,,,,,,A,N,N,3,lying whole,3.3,,,3.2,3.1,,
122549,12,6,1,1261,,,,,,,,A,N,N,2,standing broken,6.3,2.5,5,,,,
122549,12,6,1,1261,,,,,,,,B,N,N,2,standing broken,5,,,4.2,1.4,,
122549,12,6,1,1261,,,,,,,,C,N,N,2,standing broken,4.1,,,1.6,2.5,,
123218,12,9,1,1291,,,,,,,,A,N,N,2,lying whole,7.5,,,6.3,2.4,,
123223,12,9,1,1291,,,,,,,,A,N,N,2,standing dead,4,,,,,,
123231,12,9,1,1291,,,,,,,,A,N,N,3,standing broken,46.5,1.5,30.4,,,,
123231,12,10,1,12101,,,,,,,,B,N,N,3,standing broken,30.4,,,23.2,11,,
no tag,12,10,3,12103,,,,,,,,A,N,N,3,lying whole,5.3,,,4.3,3.3,,
no tag,12,10,5,12105,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,12,10,4,12104,,,,,,,,A,N,N,3,lying whole,41.1,,,34.5,9.2,,
no tag,12,10,5,12105,,,,,,,,A,N,N,3,lying whole,46.5,,,32.3,10,,
no tag,12,10,5,12105,,,,,,,,A,N,N,3,lying whole,40,,,16,11.3,,
no tag,12,9,10,12910,,,,,,,,A,N,N,3,lying whole,34.5,,,6.4,20.4,,
123741,12,10,10,121010,,,,,,,,A,N,N,3,standing broken,37,12,24.2,,,,
123741,12,10,10,121010,,,,,,,,B,N,N,3,standing broken,24.2,,,19.9,1.8,,
123404,12,9,6,1296,,,,,,,,A,N,N,2,lying whole,7.6,,,5.3,4.3,,
123405,12,9,6,1296,,,,,,,,A,N,N,2,lying whole,5.2,,,2.1,4.3,,
no tag,12,8,6,1286,,,,,,,,A,N,N,3,stump,,,,,,,
123159,12,8,6,1286,,,,,,,,A,N,N,2,lying broken,7.8,,,7.6,2.2,,
123159,12,8,6,1286,,,,,,,,B,N,N,2,lying broken,7,,,6.6,2.6,,
no tag,12,8,8,1288,,,,,COFL2,22,,A,N,N,2,lying broken,10.3,,,8.2,3.5,,
no tag,12,8,8,1288,,,,,COFL2,22,,B,N,N,2,lying broken,6.8,,,5.9,1.9,,
122929,12,6,8,1268,,,,,COFL2,22,,A,N,N,2,lying whole,6.7,,,6.6,3.9,,
no tag,13,1,5,1315,,,,,,,,A,N,N,3,lying whole,21,,,15.4,4.4,,
130907,13,1,1,1311,,,,,,,,A,N,N,3,lying whole,15,,,10.7,6.2,,
no tag,13,1,8,1318,,,,,,,,A,N,N,3,lying whole,11,,,7.1,5.1,,
no tag,13,1,5,1315,,,,,,,,A,N,N,3,lying whole,21.5,,,18.7,10.6,,
no tag,13,2,4,1324,,,,,,,,A,N,N,3,stump,,,,,,,
130766,13,3,5,1335,,,,,,,,A,N,N,2,lying whole,6.1,,,4.9,2.7,,
no tag,13,3,4,1334,,,,,,,,A,N,N,3,lying whole,52.4,,,37.2,10.6,,
no tag,13,3,3,1333,,,,,,,,A,N,N,3,lying whole,33.8,,,17.4,9.6,,
130960,13,5,1,1351,,,,,,,,A,N,N,1,standing dead,13.6,,,,,,
130807,13,4,1,1341,,,,,,,,A,N,N,2,lying whole,10.5,,,6.4,7.1,,
130792,13,4,1,1341,,,,,,,,A,N,N,2,standing dead,2.1,,,,,,
no tag,13,3,1,1331,,,,,,,,A,N,N,3,lying whole,11.8,,,8.2,5.6,,
130003,13,3,1,1331,,,,,,,,A,N,N,2,standing dead,13.2,,,,,,
no tag,13,3,2,1332,,,,,,,,A,N,N,2,lying whole,18,,,9.1,9.8,,
130423,13,2,1,1321,,,,,,,,A,N,N,3,lying whole,14.6,,,9.2,13.1,,
130445,13,2,1,1321,,,,,,,,A,N,N,3,standing broken,15,1.7,12.7,,,,
130445,13,2,1,1321,,,,,,,,B,N,N,3,standing broken,12.7,,,9.4,8,,
130429,13,2,1,1321,,,,,,,,A,N,N,2,standing dead,16.4,,,,,,
130889,13,1,10,13110,,,,,,,,A,N,N,3,standing dead,10,,,,,,
no tag,13,1,8,1318,,,,,,,,A,N,N,3,lying whole,35.4,,,32.5,8,,
no tag,13,1,8,1318,,,,,,,,A,N,N,3,lying whole,30.8,,,14.7,8.8,,
130297,13,3,8,1338,,,,,,,,A,N,N,2,standing dead,2,,,,,,
130296,13,3,8,1338,,,,,,,,A,N,N,2,standing dead,11.3,,,,,,
no tag,13,3,8,1338,,,,,,,,A,N,N,3,lying whole,54.5,,,46.1,15.3,,
no tag,13,3,6,1336,,,,,,,,A,N,N,3,lying whole,25.7,,,,4.8,,
130551,13,4,6,1346,,,,,,,,A,N,N,3,standing dead,45.7,,,,,leaning,
130559,13,4,6,1346,,,,,,,,A,N,N,2,lying whole,6,,,4.9,2.4,,
130560,13,4,6,1346,,,,,,,1,A,N,N,2,lying whole,46.1,,,33.6,18.1,,
130560,13,4,6,1346,,,,,,,2,A,N,N,2,lying broken,38.4,,,38.3,1.7,,
130560,13,3,6,1336,,,,,,,2,B,N,N,2,lying broken,31.5,,,30.6,6.6,,
130560,13,3,7,1337,,,,,,,2,C,N,N,2,lying broken,31.1,,,22.7,5.3,,
130567,13,4,6,1346,,,,,,,,A,N,N,1,standing dead,3.6,,,,,,
131285,13,5,6,1356,,,,,,,,A,W,N,1,lying whole,47.3,,,40.1,14.5,,
131292,13,5,7,1357,,,,,,,,A,N,N,2,lying whole,27.8,,,21,,broken below dbh,
131291,13,5,7,1357,,,,,,,,A,N,N,2,standing dead,30.3,,,,,,
no tag,13,5,7,1357,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,13,4,8,1348,,,,,,,,A,N,N,3,lying whole,20.8,,,14.2,11.5,,
no tag,13,4,9,1349,,,,,,,,A,N,N,2,lying whole,54,,,34,16.8,,
130528,13,4,9,1349,,,,,,,2,A,N,N,1,standing broken,65,3.5,45,,,,
130528,13,4,9,1349,,,,,,,2,B,N,N,1,standing broken,45,,,17.1,21.6,,
no tag,13,4,10,13410,,,,,,,,A,N,N,3,lying whole,30.7,,,24,9.2,,
131333,13,5,10,13510,,,,,,,,A,N,N,3,standing broken,43.3,13.1,30.2,,,,
131333,13,5,10,13510,,,,,,,,B,N,N,3,standing broken,30.2,,,24,7,,
no tag,13,5,9,1359,,,,,,,,A,N,N,3,lying whole,62.1,,,32.7,17.5,,
131306,13,5,9,1359,,,,,,,,A,N,N,3,lying whole,28.8,,,20.9,7.7,,
131307,13,5,9,1359,,,,,,,,A,N,N,3,lying whole,46.8,,,33.5,14.8,,
131987,13,7,6,1376,,,,,,,,A,N,N,2,standing broken,25.2,16.5,12.7,,,,
131987,13,7,5,1375,,,,,,,,B,N,N,2,standing broken,12.7,,,5.9,5.6,,
131955,13,7,5,1375,,,,,,,,A,N,N,2,standing dead,3,,,,,,
no tag,13,7,5,1375,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,13,6,5,1365,,,,,,,,A,N,N,3,lying whole,14.9,,,14.4,9,,
131049,13,6,5,1365,,,,,,,,A,N,N,1,lying whole,1.6,,,1.3,1.7,,
no tag,13,6,4,1364,,,,,,,,A,N,N,2,lying whole,31.2,,,14.4,23.8,,
132001,13,8,4,1384,,,,,,,,A,N,N,2,standing dead,3.2,,,,,,
no tag,13,8,4,1384,,,,,,,,A,N,Y,3,lying cut,44.5,,,41.2,6.4,,
no tag,13,8,4,1384,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,13,7,4,1374,,,,,,,,A,N,N,3,lying whole,21.9,,,15.2,6.7,,
no tag,13,8,4,1384,,,,,,,,A,N,Y,3,lying cut,60.7,,,51.2,12.5,,
no tag,13,8,3,1383,,,,,,,,A,N,Y,3,lying cut,74.6,,,63.8,8.5,,
131493,13,8,1,1381,,,,,,,,A,N,N,2,standing dead,3.2,,,,,,
131351,13,7,1,1371,,,,,,,,A,N,N,2,standing dead,2.6,,,,,,
131356,13,7,1,1371,,,,,,,,A,N,N,2,standing dead,0.8,,,,,,
130655,13,6,1,1361,,,,,,,,A,N,N,2,standing dead,2.9,,,,,,
130660,13,6,1,1361,,,,,,,,A,N,N,2,standing broken,6.5,,,3.7,,connected,
131134,13,6,2,1362,,,,,,,,A,N,N,2,standing dead,5.2,,,,,,
131157,13,6,2,1362,,,,,,,,A,N,N,2,lying whole,5.2,,,4.9,2.6,,
132472,13,10,2,13102,,,,,,,,A,N,N,1,standing broken,36.4,,,,,live buds,
133171,13,10,3,13103,,,,,PLOC,,,A,N,Y,3,standing cut,139.8,1.5,54.8,,,,
133171,13,10,3,13103,,,,,PLOC,,1,B,N,Y,3,standing cut,54.8,,,37.3,14.1,,
133171,13,10,3,13103,,,,,PLOC,,2,B,N,Y,3,standing cut,52.9,,,41.2,20.2,,
132289,13,10,3,13103,,,,,,,,A,N,N,2,standing dead,2.7,,,,,,
no tag,13,10,4,13104,,,,,,,,A,N,N,3,lying broken,38.8,,,34.6,8.5,,
no tag,13,9,5,1395,,,,,,,,B,N,N,3,lying broken,34.4,,,29.2,4.3,,
132932,13,9,5,1395,,,,,,,,A,N,N,2,lying whole,6.1,,,4.7,2.6,,
no tag,13,10,5,13105,,,,,,,,A,N,N,3,lying whole,54.8,,,39.8,13,,
132616,13,10,7,13107,,,,,,,1,A,N,N,2,standing broken,39.6,2,,,,no top,
132616,13,10,7,13107,,,,,,,2,A,N,N,2,standing broken,47.5,1.2,,16.8,22.9,,
132676,13,10,5,13105,,,,,,,,A,N,N,2,standing dead,3.5,,,,,,
132697,13,10,5,13105,,,,,,,,A,N,N,2,standing dead,2.3,,,,,,
133028,13,9,10,13910,,,,,,,,A,N,N,2,standing dead,28.8,,,,,,
no tag,13,7,8,1378,,,,,,,,A,N,N,3,lying whole,8.4,,,3.8,6.9,,
no tag,13,8,8,1388,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,13,9,8,1398,,,,,,,,A,N,N,2,standing broken,86,12,50.9,,,,
no tag,13,9,8,1398,,,,,,,,B,N,N,2,standing broken,50.9,,,46.1,9.4,,
no tag,13,8,9,1389,,,,,,,,C,N,N,2,standing broken,45.9,,,42.8,2.3,,
no tag,13,6,7,1367,,,,,,,,A,N,N,3,stump,,,,,,,
132630,13,10,7,13107,,,,,,,,A,N,N,2,standing broken,27.5,2.5,24.2,,,,
132630,13,10,7,13107,,,,,,,,B,N,N,2,standing broken,24.2,,,16.8,3.1,,
132633,13,10,7,13107,,,,,,,,A,N,N,2,standing broken,68.1,1.3,62.6,,,,
132633,13,10,7,13107,,,,,,,,A,N,N,2,standing broken,62.6,,,29.3,26.1,,
no tag,14,9,1,1491,,,,,,,,A,N,N,3,lying whole,22.2,,,19.7,5.7,,
141098,14,5,5,1455,,,,,,,2,A,N,Y,1,standing broken,49.6,,,42.6,14.6,,
141098,14,6,5,1465,,,,,,,2,B,N,Y,1,standing broken,39,,,38.4,1.3,,
141098,14,6,5,1465,,,,,,,2,C,N,Y,1,standing broken,37.1,,,35,3.1,,
141224,14,5,5,1455,,,,,,,,A,N,N,2,standing broken,1.1,0.7,,,,,
141282,14,5,5,1455,,,,,,,,A,N,N,2,standing dead,1.7,,,,,,
141067,14,5,3,1453,,,,,,,,A,N,N,2,lying whole,2,,,1.6,1.9,,
no tag,14,5,2,1452,,,,,,,,A,N,N,3,lying whole,22.8,,,15.6,10.2,,
140738,14,5,1,1451,,,,,,,,A,N,N,2,standing dead,2.5,,,,,,
no tag,14,1,3,1413,,,,,,,,A,N,N,3,lying whole,14.2,,,11,6.8,,
140243,14,3,3,1433,,,,,,,,A,N,N,3,lying whole,17.1,,,12.5,10.8,,
140209,14,3,1,1431,,,,,,,,A,N,N,2,standing dead,25.2,,,,,,
140212,14,3,1,1431,,,,,,,,A,N,N,2,lying whole,30,,,29.9,4.9,,
140101,14,1,1,1411,,,,,,,,A,N,N,3,standing broken,36.4,3,27.7,,,,
140101,14,1,1,1411,,,,,,,,A,N,N,3,standing broken,27.7,,,18,13.3,,
no tag,14,1,1,1411,,,,,,,,A,N,N,3,lying whole,28.9,,,13.2,6.2,,
140835,14,1,5,1415,,,,,,,,A,N,N,3,standing broken,75.9,12,49.3,,,,
