TAG,QUADNAME,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2014,BDS.2021,PIECE.2014,PIECE.2021,INTEG.2021,DECAYCLASSORIG,DECAYCLASS.2021,GC.2021,HEIGHT.2014,HEIGHT.2021,TOPDIAM.2014,TOPDIAM.2021,DBH,DBH.2021,LENGTH.2014,LENGTH.2021,ANGLE,DIRECTION,NOTES.2014
41906,487,NA,CAGL8,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,35.2,NA,19.5,NA,NA,,
41934,4810,NA,CAGL8,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,40.4,NA,18.4,NA,NA,,
41934,4810,NA,CAGL8,NA,NA,standing broken,,A,,,2,NA,,11,NA,40.4,NA,49.8,NA,,NA,NA,,
50007,511,NA,ACRU,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,5.3,NA,4.2,NA,NA,,stump sprouts
50071,535,NA,LIBE3,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,5,NA,2.8,NA,NA,,
50103,521,NA,CACA18,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,4.4,NA,,NA,NA,,
50193,515,NA,LIBE3,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,2.4,NA,,NA,NA,,
50194,515,NA,LIBE3,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,3.2,NA,,NA,NA,,
50267,51010,NA,CACA18,NA,NA,stump,,A,,,3,NA,,1.3,NA,NA,NA,7.8,NA,,NA,NA,,
50271,51010,NA,FRPE,NA,NA,standing dead,,A,,,3,NA,,NA,NA,NA,NA,11.4,NA,,NA,NA,,leaning
50343,529,NA,ACRU,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
50401,551,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,8.1,NA,4.6,NA,NA,,
50402,551,NA,FAGR,NA,NA,standing dead,,A,,,3,NA,,NA,NA,NA,NA,48.3,NA,,NA,NA,,
50495,561,NA,FAGR,NA,NA,standing broken,,A,,,3,NA,,NA,NA,NA,NA,69.4,NA,,NA,NA,,no top
50592,5410,NA,ULAM,NA,NA,standing broken,,B,,,3,NA,,NA,NA,NA,NA,17.1,NA,2.7,NA,NA,,
50592,5410,NA,ULAM,NA,NA,standing broken,,C,,,3,NA,,NA,NA,NA,NA,15.4,NA,2,NA,NA,,
50592,5410,NA,ULAM,NA,NA,standing broken,,A,,,3,NA,,5,NA,17.1,NA,22.8,NA,,NA,NA,,
50651,545,NA,LIBE3,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,1.7,NA,,NA,NA,,
50652,545,NA,LIBE3,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,1.4,NA,,NA,NA,,
50753,5910,NA,QUAL,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.8,NA,9.5,NA,NA,,
50804,571,NA,UNKN,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,7.5,NA,5.4,NA,NA,,
50807,571,NA,UNKN,NA,NA,stump,,A,,,3,NA,,2,NA,NA,NA,44.5,NA,,NA,NA,,
50871,574,NA,ULAM,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,12.2,NA,8.8,NA,NA,,
50898,5101,NA,LITU,NA,NA,standing dead,,A,,,3,NA,,NA,NA,NA,NA,20.2,NA,,NA,NA,,
50901,5310,NA,ULAM,NA,NA,standing broken,,A,,,3,NA,,2.1,NA,NA,NA,19,NA,,NA,NA,,no top
50961,5510,NA,COFL2,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,3.9,NA,,NA,NA,,
51031,599,NA,FRPE,NA,NA,standing broken,,A,,,3,NA,,5,NA,24.7,NA,49.5,NA,,NA,NA,,
51031,599,NA,FRPE,NA,NA,standing broken,,B,,,3,NA,,NA,NA,NA,NA,24.7,NA,12.6,NA,NA,,
51127,581,NA,COFL2,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,9.5,NA,,NA,NA,,
51161,593,NA,CACA18,NA,NA,stump,,A,,,2,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
51208,591,NA,COFL2,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,4.3,NA,,NA,NA,,
51258,589,NA,COFL2,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,20.5,NA,,NA,NA,,
51361,587,NA,ULRU,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,19.8,NA,13.9,NA,NA,,
53566,5107,NA,FRPE,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,29.3,NA,8.3,NA,NA,,
53660,5108,NA,FRPE,NA,NA,standing broken,,B,,,3,NA,,NA,NA,NA,NA,10,NA,2.7,NA,NA,,
53660,5108,NA,FRPE,NA,NA,standing broken,,A,,,3,NA,,3,NA,10,NA,13.6,NA,,NA,NA,,
53663,584,NA,ULAM,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,10.5,NA,,NA,NA,,
53840,594,NA,UNKN,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,3,NA,,NA,NA,,
53841,594,NA,ULAM,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,7.3,NA,,NA,NA,,
53842,594,NA,ULAM,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,22,NA,,NA,NA,,
53882,596,NA,ACRU,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,19,NA,11.6,NA,NA,,
53952,567,NA,ULRU,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,11.5,NA,,NA,NA,,
60054,614,NA,LITU,NA,NA,standing broken,,A,,,3,NA,,3,NA,NA,NA,20,NA,,NA,NA,,no top
60060,615,NA,COFL2,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,8.9,NA,,NA,NA,,
60138,624,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,4.6,NA,4.6,NA,NA,,
60173,616,NA,LIST2,NA,NA,lying broken,,C,,,2,NA,,NA,NA,NA,NA,15,NA,1.2,NA,NA,,
60173,626,NA,LIST2,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,17.3,NA,1.9,NA,NA,,
60173,616,NA,LIST2,NA,NA,lying broken,,F,,,2,NA,,NA,NA,NA,NA,10.8,NA,1.4,NA,NA,,
60173,625,NA,LIST2,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,22.5,NA,4.8,NA,NA,,
60173,616,NA,LIST2,NA,NA,lying broken,,E,,,2,NA,,NA,NA,NA,NA,13.5,NA,1.3,NA,NA,,
60173,616,NA,LIST2,NA,NA,lying broken,,D,,,2,NA,,NA,NA,NA,NA,14.2,NA,1.8,NA,NA,,
60179,627,NA,CARYA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,53.5,NA,11.6,NA,NA,,
60207,617,NA,CACA18,NA,NA,standing dead,,A,,,1,NA,,NA,NA,NA,NA,2.2,NA,,NA,NA,,leaning
60227,617,NA,LITU,NA,NA,lying whole,Log,A,A,,1,2,,NA,NA,NA,NA,74.9,NA,22.3,NA,NA,,
60233,618,NA,CACA18,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,6.5,NA,5.6,NA,NA,,
60243,618,NA,CACA18,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,10.5,NA,4.9,NA,NA,,leaning
60255,619,NA,CACA18,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,4.6,NA,3.2,NA,NA,,
60261,619,NA,FAGR,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,5.5,NA,5,NA,NA,,
60282,6110,NA,CATO6,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,36.9,NA,4.4,NA,NA,,
60282,6110,NA,CATO6,NA,NA,standing broken,,A,,,2,NA,,8,NA,36.9,NA,42.3,NA,,NA,NA,,
60282,619,NA,CATO6,NA,NA,standing broken,,C,,,2,NA,,NA,NA,NA,NA,32.1,NA,10.7,NA,NA,,
60291,6110,NA,LIST2,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,14.6,NA,8.9,NA,NA,,
60291,6110,NA,LIST2,NA,NA,standing broken,,A,,,2,NA,,1.4,NA,14.6,NA,16,NA,,NA,NA,,
60321,639,NA,COFL2,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,10.1,NA,2.9,NA,NA,,
60321,629,NA,COFL2,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,11.1,NA,4.4,NA,NA,,
60390,645,NA,CACA18,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,17.2,NA,11.8,NA,NA,,
60393,645,NA,LITU,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,16.2,NA,,NA,NA,,
60430,633,NA,CACA18,NA,NA,stump,,A,,,2,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
60453,635,NA,CACA18,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,9.1,NA,4.2,NA,NA,,
60604,646,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,11.6,NA,8.5,NA,NA,,
60613,647,NA,CACA18,NA,NA,standing broken,,A,,,2,NA,,2,NA,11,NA,13.3,NA,,NA,NA,,
60613,647,NA,CACA18,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,11,NA,4.6,NA,NA,,
60617,647,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,11,NA,4.6,NA,NA,,
60671,662,NA,UNKN,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,92.1,NA,13,NA,NA,,
60683,662,NA,QUAL,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,18.9,NA,,NA,NA,,
60686,662,NA,QUAL,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,13.1,NA,,NA,NA,,
60782,658,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,13.2,NA,8.4,NA,NA,,
60826,666,NA,CACA18,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,13.6,NA,4.3,NA,NA,,
60830,667,NA,LIST2,NA,NA,standing broken,,A,,,2,NA,,3,NA,8.8,NA,10.6,NA,,NA,NA,,
60830,666,NA,LIST2,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,8.8,NA,7.3,NA,NA,,
60950,675,NA,UNKN,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,18.8,NA,4.9,NA,NA,,
60958,675,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,11.5,NA,5.5,NA,NA,,
60971,676,NA,UNKN,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,8.2,NA,3.5,NA,NA,,
61008,5910,NA,QUERC,NA,NA,standing broken,,C,,,2,NA,,NA,NA,NA,NA,35.7,NA,9.5,NA,NA,,
61008,5910,NA,QUERC,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,48.2,NA,2,NA,NA,,
61008,681,NA,QUERC,NA,NA,standing broken,,A,,,2,NA,,NA,NA,48.2,NA,76.9,NA,,NA,NA,,top?
61010,681,NA,CACA18,NA,NA,stump,,A,,,2,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
61011,681,NA,CACA18,NA,NA,stump,,A,,,2,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
61015,681,NA,QUERC,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,29.3,NA,,NA,NA,,
61032,683,NA,UNKN,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,17.6,NA,,NA,NA,,
61044,684,NA,CACA18,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,4,NA,4.2,NA,NA,,
61095,687,NA,COFL2,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,7.1,NA,2.3,NA,NA,,
61095,687,NA,COFL2,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,7.5,NA,3.4,NA,NA,,
61174,693,NA,UNKN,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,7.2,NA,1.8,NA,NA,,
61179,694,NA,CACA18,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,6.5,NA,,NA,NA,,
61185,695,NA,LITU,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,18.3,NA,14.6,NA,NA,,
61276,6102,NA,JUVI,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,20.3,NA,,NA,NA,,
61321,697,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,10,NA,5.6,NA,NA,,
61348,699,NA,CACA18,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,13.9,NA,2.4,NA,NA,,
61364,6910,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,8.8,NA,5.2,NA,NA,,
61440,6106,NA,QUFA,NA,NA,standing broken,,A,,,2,NA,,16,NA,33,NA,51.2,NA,,NA,NA,,
61440,6106,NA,QUFA,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,33,NA,13.9,NA,NA,,
61442,6106,NA,QURU,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,48,NA,,NA,NA,,
61451,6107,NA,CAGL8,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,81.6,NA,10.7,NA,NA,,
61479,6109,NA,CACA18,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,7.6,NA,2.9,NA,NA,,
61491,61010,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,10.1,NA,3.7,NA,NA,,
70002,2109,NA,CATO6,NA,NA,standing broken,,F,,,,NA,,NA,NA,NA,NA,22.5,NA,,NA,NA,,
70002,2109,NA,CATO6,NA,NA,standing broken,,E,,,2,NA,,NA,NA,NA,NA,23,NA,,NA,NA,,
70002,711,NA,CATO6,NA,NA,standing broken,,A,,,2,NA,,8,NA,NA,NA,35.7,NA,,NA,NA,,
70002,6110,NA,CATO6,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,28.9,NA,,NA,NA,,
70002,6110,NA,CATO6,NA,NA,standing broken,,C,,,2,NA,,NA,NA,NA,NA,23.9,NA,,NA,NA,,
70002,6110,NA,CATO6,NA,NA,standing broken,,D,,,2,NA,,NA,NA,NA,NA,19.8,NA,,NA,NA,,
70202,731,NA,LITU,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,22.5,NA,8.4,NA,NA,,
70202,731,NA,LITU,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,14.5,NA,3.9,NA,NA,,
70256,735,NA,LITU,NA,NA,lying broken,,C,,,3,NA,,NA,NA,NA,NA,33,NA,2.2,NA,NA,,
70256,735,NA,LITU,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,44.3,NA,1.2,NA,NA,,
70256,734,NA,LITU,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,47.6,NA,14.9,NA,NA,,
70277,735,NA,CACA18,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,2.9,NA,,NA,NA,,
70300,736,NA,CACA18,NA,NA,standing broken,,A,,,1,NA,,NA,NA,NA,NA,13.8,NA,8.7,NA,NA,,connected
70378,729,NA,CACA18,NA,NA,standing broken,,A,,,1,NA,,NA,NA,NA,NA,5.3,NA,4.8,NA,NA,,connected
70430,718,NA,COFL2,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,4,NA,,NA,NA,,
70558,739,NA,CACA18,NA,NA,standing broken,,A,,,2,NA,,2,NA,NA,NA,6.1,NA,,NA,NA,,no top
70563,739,NA,UNKN,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,11,NA,9.4,NA,NA,,
70567,7310,NA,CACA18,NA,NA,standing broken,,A,,,1,NA,,NA,NA,NA,NA,10.2,NA,5.9,NA,NA,,connected
70610,741,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,9.7,NA,4.2,NA,NA,,
70619,742,NA,UNKN,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,7.8,NA,3.9,NA,NA,,
70626,742,NA,UNKN,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,53.5,NA,17.7,NA,NA,,
70670,745,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,10.3,NA,6.6,NA,NA,,leaning on 070678
70755,755,NA,QUERC,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,57.7,NA,13.5,NA,NA,,end cut due to road
70840,764,NA,FAGR,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,10.6,NA,,NA,NA,,
71044,773,NA,CACA18,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,9.2,NA,,NA,NA,,
71138,783,NA,QUERC,NA,NA,standing broken,,A,,,2,NA,,6,NA,NA,NA,55.3,NA,,NA,NA,,
71138,783,NA,QUERC,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,34.7,NA,9.2,NA,NA,,
71219,792,NA,COFL2,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,9.5,NA,5.2,NA,NA,,
71313,789,NA,QUAL,NA,NA,standing broken,,A,,,3,NA,,NA,NA,NA,NA,45.3,NA,,NA,NA,,fragments cut
71313,7810,NA,QUAL,NA,NA,standing broken,,B,,,3,NA,,NA,NA,NA,NA,35.5,NA,3.9,NA,NA,,
71313,7810,NA,QUAL,NA,NA,standing broken,,E,,,3,NA,,NA,NA,NA,NA,28.4,NA,2.8,NA,NA,,
71313,7810,NA,QUAL,NA,NA,standing broken,,C,,,3,NA,,NA,NA,NA,NA,32.9,NA,4.3,NA,NA,,
71313,7810,NA,QUAL,NA,NA,standing broken,,D,,,3,NA,,NA,NA,NA,NA,31.6,NA,4.2,NA,NA,,
71448,7910,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,NA,NA,6.7,NA,NA,,
71534,7710,NA,QUAL,NA,NA,standing broken,,E,,,2,NA,,NA,NA,NA,NA,33.5,NA,,NA,NA,,
71534,7710,NA,QUAL,NA,NA,standing broken,,C,,,2,NA,,NA,NA,NA,NA,38.8,NA,,NA,NA,,
71534,7710,NA,QUAL,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,40.1,NA,,NA,NA,,
71534,7710,NA,QUAL,NA,NA,standing broken,,D,,,2,NA,,NA,NA,NA,NA,34.8,NA,,NA,NA,,
71534,7710,NA,QUAL,NA,NA,standing broken,,A,,,2,NA,,9,NA,NA,NA,53.7,NA,fragments cut,NA,NA,,
71614,7102,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,12.1,NA,5.1,NA,NA,,
80267,835,NA,CACA18,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,14,NA,,NA,NA,,
80339,4109,NA,LIST2,NA,NA,standing broken,,C,,,1,NA,,NA,NA,NA,NA,49.7,NA,12.7,NA,NA,,
80339,4109,NA,LIST2,NA,NA,standing broken,,B,,,1,NA,,NA,NA,NA,NA,59.4,NA,1.8,NA,NA,,
80339,819,NA,LIST2,NA,NA,standing broken,,A,,,1,NA,,7,NA,59.4,NA,59.6,NA,,NA,NA,,
80436,837,NA,FAGR,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,100,NA,7.7,NA,NA,,
80436,837,NA,FAGR,NA,NA,standing broken,,A,,,2,NA,,4,NA,100,NA,110.8,NA,,NA,NA,,
80528,828,NA,LIST2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,29,NA,13.5,NA,NA,,
80650,854,NA,LIST2,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,32,NA,12.6,NA,NA,,
80671,855,NA,LIST2,NA,NA,standing broken,,A,,,2,NA,,NA,NA,11,NA,13,NA,,NA,NA,,
80671,855,NA,LIST2,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,11,NA,4.3,NA,NA,,
80701,861,NA,CATO6,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,54.9,NA,30.7,NA,NA,,
80749,866,NA,CACA18,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,10.9,NA,,NA,NA,,
80749,866,NA,CACA18,NA,NA,standing broken,,A,,,2,NA,,1.5,NA,10.9,NA,11,NA,,NA,NA,,
80971,872,NA,CACA18,NA,NA,standing dead,,A,,,3,NA,,2,NA,NA,NA,2.1,NA,,NA,NA,,
80999,875,NA,FAGR,NA,NA,standing dead,,A,,,3,NA,,1.5,NA,NA,NA,9.5,NA,,NA,NA,,
81021,881,NA,COFL2,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,10.5,NA,,NA,NA,,
81264,892,NA,CACA18,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.6,NA,4.7,NA,NA,,
90105,991,NA,LIST2,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,18.3,NA,2.7,NA,NA,,
90108,991,NA,ACRU,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,18.5,NA,,NA,NA,,
90140,993,NA,PRSE2,NA,NA,standing dead,,A,,,3,NA,,NA,NA,NA,NA,25.6,NA,,NA,NA,,leaning
90201,981,NA,ULAM,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12,NA,6.8,NA,NA,,
90257,984,NA,UNKN,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16.9,NA,12.4,NA,NA,,
90658,971,NA,LIBE3,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,15.8,NA,,NA,NA,,
90683,973,NA,LIST2,NA,NA,standing broken,,A,,,3,NA,,2.5,NA,NA,NA,16.9,NA,,NA,NA,,no top
90880,952,NA,LIGUS2,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16.8,NA,4.9,NA,NA,,
90930,962,NA,LIST2,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,18.4,NA,2.1,NA,NA,,
90930,962,NA,LIST2,NA,NA,standing broken,,A,,,2,NA,,7,NA,18.4,NA,24.2,NA,,NA,NA,,
90930,962,NA,LIST2,NA,NA,standing broken,,D,,,2,NA,,NA,NA,NA,NA,15.3,NA,2.1,NA,NA,,
90930,962,NA,LIST2,NA,NA,standing broken,,C,,,2,NA,,NA,NA,NA,NA,15.8,NA,3.8,NA,NA,,
90942,963,NA,ULRU,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,16.8,NA,,NA,NA,,
90994,939,NA,FRPE,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,51.9,NA,,NA,NA,,live buds
91011,9109,NA,FRPE,NA,NA,standing broken,,C,,,1,NA,,NA,NA,NA,NA,12.3,NA,4.5,NA,NA,,live buds
91011,978,NA,FRPE,NA,NA,standing broken,,B,,,1,NA,,NA,NA,NA,NA,29.5,NA,25.4,NA,NA,,live buds
91011,978,NA,FRPE,NA,NA,standing broken,,A,,,1,NA,,2,NA,29.5,NA,40.2,NA,,NA,NA,,live buds
91023,979,NA,ULRU,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,11.1,NA,,NA,NA,,
91054,9710,NA,ULRU,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,live buds
91409,944,NA,LIST2,NA,NA,lying broken,,C,,,2,NA,,NA,NA,NA,NA,19.2,NA,1.7,NA,NA,,
91409,953,NA,LIST2,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,23.1,NA,5.8,NA,NA,,
91409,944,NA,LIST2,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,21.3,NA,2.1,NA,NA,,
91495,9610,NA,FRPE,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,21.9,NA,,NA,NA,,leaning
91707,912,NA,LIST2,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,25.8,NA,17.6,NA,NA,,
91731,913,NA,ULRU,NA,NA,standing broken,,A,,,2,NA,,1.5,NA,NA,NA,5,NA,,NA,NA,,no top
91770,914,NA,LIBE3,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,8.2,NA,,NA,NA,,
91812,925,NA,COFL2,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,11.6,NA,7.6,NA,NA,,
91874,952,NA,LIBE3,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,10,NA,3.5,NA,NA,,
92132,945,NA,LIST2,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,42.8,NA,11.9,NA,NA,,
92378,921,NA,ACRU,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,5,NA,5.5,NA,NA,,
92545,917,NA,ULRU,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,18.3,NA,7.7,NA,NA,,
92545,917,NA,ULRU,NA,NA,standing broken,,A,,,2,NA,,6,NA,18.3,NA,26.8,NA,,NA,NA,,
92767,919,NA,ULRU,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,12,NA,,NA,NA,,
no tag,116,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,53.1,NA,28.3,NA,NA,,
no tag,118,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1184,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,54.1,NA,21.1,NA,NA,,
no tag,126,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,41.3,NA,16,NA,NA,,
no tag,624,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,15.6,NA,9.5,NA,NA,,
no tag,127,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21,NA,6.7,NA,NA,,
no tag,127,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,39,NA,10.4,NA,NA,,
no tag,1188,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,41.9,NA,23.3,NA,NA,,
no tag,1189,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21,NA,10.7,NA,NA,,
no tag,853,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,19,NA,9.8,NA,NA,,
no tag,1194,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,12,NA,4.6,NA,NA,,
no tag,1195,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,14.1,NA,13,NA,NA,,
no tag,637,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,15.8,NA,10.1,NA,NA,,
no tag,855,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,136,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.5,NA,2.5,NA,NA,,
no tag,122,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,47,NA,11.4,NA,NA,,
no tag,138,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,35,NA,17.9,NA,NA,,
