QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2017,BDS.2021,PIECE.2017,PIECE.2021,INTEG.2017,INTEG.2021,DECAYCLASS.2017,DECAYCLASSORIG,DECAYCLASS.2021,GC.2017,GC.2021,HEIGHT.2017,HEIGHT.2021,TOPDIAM.2017,TOPDIAM.2021,DBH,DBH.2017,DBH.2021,LENGTH.2017,LENGTH.2021,ANGLE,DIRECTION,NOTES.2017,NOTES.2021,,,,,LG.END.DIAM,SM.END.DIAM,LG.PX,LG.PY,SM.PX,SM.PY,CORRXTREE,CORRYTREE,UTMX_TREES,UTMY_TREES
991,90105,90105,LIST2,4.6,4.9,Log,,A,,NA,,3,2,,NA,,NA,,NA,,NA,NA,,2.7,,,,NA,,,,,,18.3,16.6,NA,NA,NA,NA,NA,NA,NA,NA
991,90108,90108,ACRU,6.8,6,Log,,A,,F,,3,2,,G,,NA,,NA,,NA,NA,,12,,,,NA,,,,,,17.2,12,NA,NA,NA,NA,286.8,6,438307.993,135600.497
993,90140,90140,PRSE2,4.9,6.5,Snag,,A,,F,,4,2,,NA,,6.2,,NA,,25.3,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,284.9,26.5,438306.093,135620.997
981,90203,90203,LIST2,6,9.2,Snag,Log,A,A,C,,3,2,3,NA,,15.4,,NA,11.5,19,18.7,18.2,NA,8.9,,,switch Ct,,,,,,NA,NA,NA,NA,NA,NA,276,9.2,438297.193,135603.697
982,90220,90220,ULAM,7.6,9.7,Log,Log,A,A,F,,4,2,3,G,,NA,,NA,,20.1,NA,,14,,,,NA,,,,,,19,9.6,NA,NA,NA,NA,277.6,19.7,438298.793,135614.197
983,90230,90230,LIST2,9.6,2,Log,,A,,F,,4,2,,G,,NA,,NA,,12.9,NA,,4,,,,NA,Not found,,,,,13.3,10.2,NA,NA,NA,NA,279.6,22,438300.793,135616.497
983,90233,90233,ULAM,5.1,7.7,Log,Log,A,A,F,,3,2,3,G,,NA,,NA,,12.1,NA,,8,,,,NA,,,,,,11.1,6.9,NA,NA,NA,NA,275.1,27.7,438296.293,135622.197
989,90293,90293,FRPE,1.2,0.6,Snag,Snag,A,A,C,,1,1,1,NA,,11.2,,NA,,18.6,18.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,271.2,80.6,438292.393,135675.097
987,90477,90477,FRPE,1,9.8,Snag,Snag,A,A,C,,1,1,2,NA,,23,,NA,,51.6,51.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,271,69.8,438292.193,135664.297
978,90496,90496,FRPE,9.6,2.6,Snag,Snag,A,A,NA,,1,1,2,NA,,18,,NA,,38.3,38.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,269.6,72.6,438290.793,135667.097
989,90835,90835,FRPE,5.3,2.3,Snag,Snag,A,A,C,,1,1,1,NA,,10,,NA,,20.5,20.1,,NA,,,,NA,Living epicormics ,,,,,NA,NA,NA,NA,NA,NA,275.3,82.3,438296.493,135676.797
989,90839,90839,FRPE,1.7,6,Snag,Snag,A,A,C,,1,1,2,NA,,23.4,,NA,,71.8,72.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,271.7,86,438292.893,135680.497
989,90842,90842,FRPE,1.4,3.1,Snag,Snag,A,A,C,,1,1,2,NA,,19,,NA,,44.4,44.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,271.4,83.1,438292.593,135677.597
951,90847,90847,LIST2,1.9,9.7,Snag,Snag,A,A,F,,2,1,2,NA,,13,,NA,,24.8,23.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,241.9,9.7,438263.093,135604.197
951,90847,90847,LIST2,1.9,9.7,,Log,,B,,,,,4,,,,,,14.9,,,17.5,,5,,,,,,,,,,,,,,,,,,
951,90851,90851,LIST2,6.3,9,Snag,Log,A,A,F,,2,1,3,NA,,12,,NA,8.9,12.6,12.4,11.8,NA,9.5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,246.3,9,438267.493,135603.497
9810,90863,90863,FRPE,0.3,2.7,Snag,Snag,A,A,C,,1,1,1,NA,,11,,NA,,13.8,13.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,270.3,92.7,438291.493,135687.197
962,90920,90920,LIST2,4,3.8,Snag,Log,A,A,F,,3,2,3,NA,,6,,NA,9.7,15.4,15.2,15.1,NA,8.5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,254,13.8,438275.193,135608.297
962,90930,90930,LIST2,0.3,9.9,Log,Log,A,A,F,,4,2,4,G,,NA,,NA,,22.9,NA,,7,,,,NA,,,,,,20.9,18.2,NA,NA,NA,NA,250.3,19.9,438271.493,135614.397
939,90994,90994,FRPE,7.7,3.3,Snag,Snag,A,A,F,,3,2,3,NA,,7.5,,NA,,52.1,50.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,227.7,83.3,438248.893,135677.797
978,91004,91004,FRPE,3.8,2.9,Snag,Snag,A,A,C,,1,1,2,NA,,18.2,,NA,,54.2,56.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,263.8,72.9,438284.993,135667.397
978,91015,91015,FRPE,3,8.5,Snag,Snag,A,A,C,,2,1,2,NA,,16,,NA,,51,49.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,263,78.5,438284.193,135672.997
979,91023,91023,ULRU,3.4,3.3,Log,,A,,C,,4,2,,G,,NA,,NA,,10.9,NA,,4,,,,NA,Not found,,,,,9.5,8,NA,NA,NA,NA,263.4,83.3,438284.593,135677.797
979,91024,91024,FRPE,4.3,3.3,Snag,Snag,A,A,C,,1,1,2,NA,,18.2,,NA,,28.3,29.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,264.3,83.3,438285.493,135677.797
979,91026,91026,FRPE,9,4.3,Snag,Snag,A,A,F,,3,2,2,NA,,11,,NA,,29.6,30,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,269,84.3,438290.193,135678.797
979,91053,91053,FRPE,9.8,10,Snag,Snag,A,A,C,,1,1,1,NA,,14,,NA,,17.8,18.7,,NA,,,,NA,Living epicormics ,,,,,NA,NA,NA,NA,NA,NA,269.8,90,438290.993,135684.497
9710,91058,91058,FRPE,4.1,2.6,Snag,Snag,A,A,C,,2,1,2,NA,,13.4,,NA,,51.2,49.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,264.1,92.6,438285.293,135687.097
934,91385,91385,ULRU,7.3,6.8,Snag,Log,A,A,C,,2,1,3,NA,,5,,NA,9.9,10.5,10.4,10.3,NA,3,,,NA,,,,,,NA,NA,NA,NA,NA,NA,227.3,36.8,438248.493,135631.297
968,91458,91458,FRPE,2.7,8.7,Snag,Snag,A,A,C,,1,1,2,NA,,22,,NA,,66.4,66.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,252.7,78.7,438273.893,135673.197
969,91463,91463,FRPE,1.6,3,Snag,Log,A,A,C,,1,1,2,NA,,21.4,,NA,,75.9,76,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,251.6,83,438272.793,135677.497
935,91590,91590,CATO6,4.7,4.1,Snag,Log,A,A,C,,2,1,3,NA,,13,,NA,9.7,21.8,20.5,21.3,NA,12,,,NA,,,,,,NA,NA,NA,NA,NA,NA,224.7,44.1,438245.893,135638.597
939,90978,,,,,,Snag,,A,,,,,2,,,,30,,,,,41.3,,,,,,,,,,,,,,,,,,,,
9310,91633,91633,ULRU,3.5,7.5,Log,Log,A,A,F,,3,2,3,G,,NA,,NA,,24.5,NA,,15,,,,NA,,,,,,21.1,11.1,NA,NA,NA,NA,223.5,97.5,438244.693,135691.997
914,91778,91778,CACA18,1.3,8.5,Log,,A,,F,,3,2,,G,,NA,,NA,,18,NA,,3.5,,,,NA,Not found,,,,,15.7,12.3,NA,NA,NA,NA,201.3,38.5,438222.493,135632.997
926,91830,91830,ACRU,7.5,2,Consumed,,NA,,NA,,5,3,,NA,,NA,,NA,,10.7,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,217.5,52,438238.693,135646.497
926,91854,91854,FRPE,4.7,8.1,Snag,Snag,A,A,C,,1,1,2,NA,,19.6,,NA,,78.5,78.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,214.7,58.1,438235.893,135652.597
9510,92003,92003,FRPE,7.6,6.2,Snag,Snag,A,A,C,,1,1,2,NA,,20,,NA,,39.8,40.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,247.6,96.2,438268.793,135690.697
9510,92006,92006,ULRU,4.1,6.2,Snag,Log,A,A,C,,3,2,3,NA,,12,,NA,16.3,22.8,22.1,20.1,NA,8,,,NA,,,,,,NA,NA,NA,NA,NA,NA,244.1,96.2,438265.293,135690.697
931,92035,92035,ACRU,0.8,6.3,NF,,NA,,NA,,NA,NA,,NA,,NA,,NA,,20.7,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,220.8,6.3,438241.993,135600.797
9410,92212,92212,FRPE,3.5,0.8,Snag,Log,A,A,F,,3,2,,NA,,2,,16,16.2,17.6,16.6,20.3,NA,2,,,NA,,,,,,NA,NA,NA,NA,NA,NA,233.5,90.8,438254.693,135685.297
9410,92214,92214,FRPE,2.6,1.5,Snag,Snag,A,A,C,,1,1,2,NA,,21.4,,NA,,67.5,NA,,NA,,,,TORAR,,,,,,NA,NA,NA,NA,NA,NA,232.6,91.5,438253.793,135685.997
912,92297,92297,LITU,2.6,1.7,Log,Log,B,B,F,,2,1,3,G,,NA,,NA,,33,NA,,15,,,,NA,,,,,,24.8,17.9,NA,NA,NA,NA,202.6,11.7,438223.793,135606.197
912,92297,92297,LITU,2.6,1.7,Snag,Snag,A,A,F,,2,1,3,NA,,5,,24.8,,33,32.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,202.6,11.7,438223.793,135606.197
938,92440,92440,FRPE,7.2,4,Log,Log,A,A,F,,2,1,3,A;G,,NA,,NA,,35.5,NA,,16,,,,NA,,,,,,33.4,16.3,NA,NA,NA,NA,227.2,74,438248.393,135668.497
9510,92468,92468,FRPE,0.3,2.9,Snag,Snag,A,A,C,,1,1,2,NA,,22.2,,NA,,69.8,67.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,240.3,92.9,438261.493,135687.397
917,92545,92545,ULRU,6.8,2,Log,,A,,F,,3,2,,G,,NA,,NA,,25.7,NA,,5,,,,NA,Not found,,,,,21.1,18,NA,NA,NA,NA,206.8,62,438227.993,135656.497
928,92615,92615,FRPE,4.7,2.3,Snag,Snag,A,A,F,,2,1,3,NA,,3,,NA,,16.7,16.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,214.7,72.3,438235.893,135666.797
928,92662,92662,FRPE,8.6,9.6,Snag,Snag,A,A,F,,3,2,3,NA,,8,,NA,,52.1,50.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,218.6,79.6,438239.793,135674.097
919,92767,92767,ULRU,6.8,6.9,Consumed,,NA,,NA,,5,3,,NA,,NA,,NA,,12,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,206.8,86.9,438227.993,135681.397
1021,100104,100104,FRAM2,7.2,1.6,Snag,Snag,A,A,C,,1,1,1,NA,,19,,NA,,51.2,50.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,217.2,101.6,438238.393,135696.097
1021,100105,100105,ULAM,8.1,1.9,Snag,Log,A,A,C,,3,2,3,NA,,18.8,,NA,13.9,21.7,20,21.2,NA,11,,,NA,,,,,,NA,NA,NA,NA,NA,NA,218.1,101.9,438239.293,135696.397
1021,100111,100111,LIST2,4.5,8.5,Snag,Snag,A,A,C,,2,1,2,NA,,11,,NA,,20.4,18.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,214.5,108.5,438235.693,135702.997
1031,100201,100201,FRAM2,2.8,4.2,Snag,Snag,A,A,C,,1,1,2,NA,,14,,NA,,43.2,45.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,222.8,104.2,438243.993,135698.697
1034,100286,100286,QURU,7.2,7.3,Log,Log,A,A,C,,3,2,3,G,,NA,,NA,,54.3,NA,,23,,,,NA,,,,,,48.2,21,NA,NA,NA,NA,227.2,137.3,438248.393,135731.797
1035,100301,100301,UNKN,6.3,2.8,Log,Log,A,A,C,,3,2,3,G,,NA,,NA,,108.4,NA,,17,,,,NA,,,,,,92.8,69.8,NA,NA,NA,NA,226.3,142.8,438247.493,135737.297
1036,100316,100316,QUVE,5,5.2,Log,Log,A,A,C,,1,1,2,G;A,,NA,,NA,,65.3,NA,,30,,,,windthrow,,,,,,65.8,30,NA,NA,NA,NA,225,155.2,438246.193,135749.697
1036,100320,100320,QUVE,4.8,7.2,Log,Log,A,A,C,,1,1,2,A,,NA,,NA,,79.6,NA,,20,,,,windthrow,,,,,,76.2,60.3,NA,NA,NA,NA,224.8,157.2,438245.993,135751.697
1039,100339,100339,CACA18,8.3,1.8,Log,Log,A,A,C,,3,2,4,G,,NA,,NA,,14.3,NA,,7,,,,NA,,,,,,14.5,10.7,NA,NA,NA,NA,228.3,181.8,438249.493,135776.297
1062,100377,100377,ULAM,8.2,8.5,Log,,A,,C,,4,2,,G,,NA,,NA,,18.8,NA,,11,,,,NA,Not found,,,,,17,8.5,NA,NA,NA,NA,258.2,108.5,438279.393,135702.997
1061,100396,100396,FRAM2,4.6,2.3,Snag,,A,,C,,1,1,,NA,,20,,NA,,59,62,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,254.6,102.3,438275.793,135696.797
1042,100453,100453,FRPE,6.8,1,Snag,Snag,A,A,C,,1,1,2,NA,,17,4.5,NA,,52.6,55.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,236.8,111,438257.993,135705.497
1042,100453,100453,FRPE,6.8,,,Log,,B,,,,,2,,,,,27.5,,,,44.9,,16,,,,,,,,,,,,,,,,,,
1043,100473,100473,ULAM,7.4,1,Snag,Log,A,A,C,,2,1,3,NA,,11,,NA,10.9,15.7,15.7,14,NA,4.5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,237.4,121,438258.593,135715.497
1044,100500,100500,QUFA,5.3,5.3,Snag,Snag,A,A,C,,3,2,3,NA,,19,,NA,,61.6,59,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,235.3,135.3,438256.493,135729.797
1052,100562,100562,FRPE,4.2,1,Snag,Snag,A,A,C,,1,1,2,NA,,16,3,NA,,54.3,56.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,244.2,111,438265.393,135705.497
1052,100591,100591,ULAM,5,7.8,Log,,A,,C,,4,2,,G;A,,NA,,NA,,22.9,NA,,13,,,,NA,Not found,,,,,22.5,12.1,NA,NA,NA,NA,245,117.8,438266.193,135712.297
1062,100619,100619,FRAM2,4.6,4.5,Snag,Snag,A,A,F,,2,1,2,NA,,15,,NA,,34.5,33,,NA,,,,X,,,,,,NA,NA,NA,NA,NA,NA,254.6,114.5,438275.793,135708.997
1063,100685,100685,FRPE,5,3.1,Log,Log,A,A,C,,1,1,2,A,,NA,,NA,,43.7,NA,,20,,,,NA,,,,,,40.3,32,NA,NA,NA,NA,255,123.1,438276.193,135717.597
1053,100711,100711,NYSY,5,8.5,Snag,,A,,F,,4,2,,NA,,1,,NA,,26.1,NA,,NA,,,,top not found,Not found,,,,,NA,NA,NA,NA,NA,NA,245,128.5,438266.193,135722.997
1056,100750,100750,CACA18,9.8,2.8,Snag,Log,A,A,C,,4,2,3,NA,,7,,NA,5.3,20,19.8,18.4,NA,7,,,SP=JUVI,Sp: JUVI,,,,,NA,NA,NA,NA,NA,NA,249.8,152.8,438270.993,135747.297
1059,100782,100782,QURU,5.7,4.3,Log,Log,A,A,F,,4,2,4,G;A,,NA,,NA,,44.4,NA,,15,,,,NA,,,,,,39.5,31,NA,NA,NA,NA,245.7,184.3,438266.893,135778.797
1046,100819,100819,LITU,2.3,3.2,Log,Log,B,B,F,,1,1,2,G,,NA,,NA,,48.9,NA,,30,,,,NA,,,,,,48.5,28,NA,NA,NA,NA,232.3,153.2,438253.493,135747.697
1046,100819,100819,LITU,2.3,3.2,Snag,Snag,A,A,F,,1,1,2,NA,,4,,48.5,,48.9,48.8,,NA,,,,broken by 100320,,,,,,NA,NA,NA,NA,NA,NA,232.3,153.2,438253.493,135747.697
1081,100871,100871,FRPE,6.3,0.7,Snag,Log,A,A,C,,1,1,3,NA,,16,,NA,19.3,32.7,32.9,,NA,12.5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,276.3,100.7,438297.493,135695.197
1081,100871,100872,FRPE,6.3,1,Snag,Log,A,A,C,,1,1,3,NA,,16,,NA,25,31.2,31.4,28.9,NA,8.2,,,NA,,,,,,NA,NA,NA,NA,NA,NA,276.3,101,438297.493,135695.497
1081,100893,100893,FRPE,7.1,8.8,Snag,Snag,A,A,C,,1,1,2,NA,,18,,NA,,49,48.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,277.1,108.8,438298.293,135703.297
1071,100904,100904,FRAM2,9.8,5.5,Log,Log,A,A,F,,2,1,3,G,,NA,,NA,,26,NA,,10,,,,NA,,,,,,24.5,22.7,NA,NA,NA,NA,269.8,105.5,438290.993,135699.997
1071,100905,100905,FRAM2,9.3,2.8,Log,Log,B,A,F,,4,2,4,G,,NA,,NA,,59,NA,,5,,,,NA,,,,,,38.4,36.3,NA,NA,NA,NA,269.3,102.8,438290.493,135697.297
1071,100905,100905,FRAM2,9.3,2.8,Snag,Snag,A,A,F,,4,2,3,NA,,5,,38.4,,59,54.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,269.3,102.8,438290.493,135697.297
1071,100915,100915,FRPE,1,1.2,Snag,Snag,A,A,C,,1,1,3,NA,,18,,NA,,64.9,65.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,261,101.2,438282.193,135695.697
1069,101050,101050,FAGR,8.4,8.5,Log,Log,B,B,F,,1,1,3,G;A,,NA,,NA,,11.1,NA,,6,,,,NA,,,,,,10.8,2.7,NA,NA,NA,NA,258.4,188.5,438279.593,135782.997
1069,101050,101050,FAGR,8.4,8.5,Snag,Snag,A,A,F,,1,1,4,NA,,1,,10.8,,11.1,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,258.4,188.5,438279.593,135782.997
1091,101068,101068,FRPE,2.1,2,Snag,Snag,A,A,C,,1,1,2,NA,,18.2,,NA,,40.1,41.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,282.1,102,438303.293,135696.497
1082,101127,101127,FRPE,3.2,9.4,Snag,Snag,A,A,C,,1,1,2,NA,,18,,NA,,67.7,66.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,273.2,119.4,438294.393,135713.897
1083,101144,101144,FRPE,8.2,5.3,Snag,Snag,A,A,C,,1,1,2,NA,,19,4,NA,,67.7,68.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,278.2,125.3,438299.393,135719.797
1083,101144,101144,FRPE,8.2,5.3,,Log,,B,,,,,2,,,,,,50.8,,,85,,8.6,,,,,,,,,,,,,,,,,,
1084,101161,101161,FRPE,1.8,5.2,Snag,Snag,A,A,C,,1,1,1,NA,,18,,NA,,40.9,43.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,271.8,135.2,438292.993,135729.697
1074,101275,101275,ULRU,4.9,2.1,Snag,Log,A,A,F,,3,2,4,NA,,3,,NA,23.3,25.2,24,22.3,NA,3.5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,264.9,132.1,438286.093,135726.597
1075,101283,101283,FRPE,9.1,6.8,Log,Log,A,A,F,,2,1,4,G,,NA,,NA,,54.3,NA,,13,,,,NA,,,,,,51.7,30,NA,NA,NA,NA,269.1,146.8,438290.293,135741.297
1092,101310,101310,FRPE,7.9,7.9,Snag,Log,A,A,C,,1,1,2,NA,,15,,NA,20.6,24.4,24.8,24.3,NA,14.2,,,NA,,,,,,NA,NA,NA,NA,NA,NA,287.9,117.9,438309.093,135712.397
1077,101443,101443,LITU,6.2,7.9,Log,Log,A,A,C,,2,1,3,G;A,,NA,,NA,,76.7,NA,,17.1,,,,NA,,,,,,71.5,47.4,NA,NA,NA,NA,266.2,167.9,438287.393,135762.397
1077,101445,101445,NYSY,6.7,8.9,Log,Log,A,A,C,,1,1,3,G;A,,NA,,NA,,17.7,NA,,15,,,,NA,,,,,,16.1,7.3,NA,NA,NA,NA,266.7,168.9,438287.893,135763.397
1079,101467,101467,ACRU,8.1,5.2,Log,Log,B,B,F,,3,2,5,G,,NA,,NA,,52.1,NA,,10,,,,NA,,,,,,40.4,29.2,NA,NA,NA,NA,268.1,185.2,438289.293,135779.697
1079,101467,101467,ACRU,8.1,5.2,Snag,Log,A,A,F,,3,2,4,NA,,2,,40.4,20.8,52.1,51.6,43.2,NA,2,,,NA,,,,,,NA,NA,NA,NA,NA,NA,268.1,185.2,438289.293,135779.697
10810,101496,101496,PLOC,6.1,0.8,Log,Log,B,B,C,,1,1,3,G;A,,NA,,NA,,39.3,NA,,28,,,,NA,,,,,,38.6,16.7,NA,NA,NA,NA,276.1,190.8,438297.293,135785.297
10810,101496,101496,PLOC,6.1,0.8,Snag,Snag,A,A,C,,1,1,4,NA,,1,,40.3,,39.3,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,276.1,190.8,438297.293,135785.297
1088,101539,101539,ULAM,5.2,9.5,Snag,Log,A,A,F,,3,2,5,NA,,2.5,,NA,,19.9,19.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,275.2,179.5,438296.393,135773.997
1095,101710,101710,FRPE,4,2.5,Snag,Snag,A,A,C,,1,1,3,NA,,23.4,,NA,,49.5,49.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,284,142.5,438305.193,135736.997
1096,101750,101750,FRPE,8.7,5.6,Snag,Snag,A,A,C,,1,1,2,NA,,27,,NA,,31.2,31.1,,NA,,,,EAB,,,,,,NA,NA,NA,NA,NA,NA,288.7,155.6,438309.893,135750.097
1096,101761,101761,ULAM,2.1,5.3,Log,,A,,C,,3,2,,G,,NA,,NA,,15.4,NA,,6,,,,NA,Not found,,,,,16.5,11.6,NA,NA,NA,NA,282.1,155.3,438303.293,135749.797
1097,101804,101804,ULRU,9.8,1.6,Log,Log,A,A,C,,4,2,5,G,,NA,,NA,,34.3,NA,,11,,,,NA,,,,,,28.2,23.2,NA,NA,NA,NA,289.8,161.6,438310.993,135756.097
1097,101788,101788,LIST2,6.6,8.9,,Log,,,,,,,,,,,,,,66.7,,,,,,,,,,,,,,,,,,,,,,
10106,102138,102138,FRPE,8.6,7.5,Snag,Snag,A,A,C,,1,1,2,NA,,28,,NA,,74.8,76.4,,NA,,,,"top dead, EAB, 1 live epicormic",,,,,,NA,NA,NA,NA,NA,NA,298.6,157.5,438319.793,135751.997
10104,102337,102337,FRPE,3.5,8,Snag,Snag,A,A,C,,1,1,2,NA,,26.4,,NA,,74.4,76.3,,NA,,,,EAB,,,,,,NA,NA,NA,NA,NA,NA,293.5,138,438314.693,135732.497
10101,102415,102415,LIST2,8.4,9,Snag,Snag,A,A,F,,2,1,2,NA,,12.6,,NA,,40.9,39.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,298.4,109,438319.593,135703.497
1134,110266,110266,CACA18,4.6,7.8,Snag,Log,A,A,C,,1,1,4,NA,,7,,NA,,11.6,11.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,224.6,237.8,438245.793,135832.297
1144,110352,110352,UNKN,3.6,5.5,Snag,Log,A,A,C,,4,2,4,NA,,10,,NA,,20.5,19.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,233.6,235.5,438254.793,135829.997
1139,110434,110434,LITU,0.7,0.4,Snag,Snag,A,A,C,,1,1,1,NA,,23.6,22,NA,,73.4,73.1,71.6,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,220.7,280.4,438241.893,135874.897
1139,110435,110435,LITU,0.7,2,Snag,Snag,A,A,C,,1,1,2,NA,,21.8,12,NA,,39.1,38.6,38,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,220.7,282,438241.893,135876.497
1162,110582,110582,COFL2,9.8,2.1,Snag,Log,A,A,C,,2,1,4,NA,,3,,NA,,12.8,12.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,259.8,212.1,438280.993,135806.597
11110,110614,110614,CAGL8,6.5,2.1,Log,Log,A,A,F,,2,1,5,G,,NA,,NA,,46.6,NA,,4,,,,cut by NEON,,,,,,50.3,45.9,NA,NA,NA,NA,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,Log,Log,B,B,F,,3,2,5,G,,NA,,NA,,NA,NA,,2,,,,NA,,,,,,40,36.2,NA,NA,NA,NA,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,Log,Log,C,C,F,,3,2,5,G,,NA,,NA,,NA,NA,,1.5,,,,NA,,,,,,40.7,37.7,NA,NA,NA,NA,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,Log,Log,D,D,F,,3,2,5,G,,NA,,NA,,NA,NA,,2,,,,NA,,,,,,35.7,33.7,NA,NA,NA,NA,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,Log,Log,E,E,F,,3,2,5,G,,NA,,NA,,NA,NA,,2,,,,NA,,,,,,34.1,33,NA,NA,NA,NA,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,Log,Log,F,F,F,,3,2,5,G,,NA,,NA,,NA,NA,,2,,,,NA,,,,,,36.7,34.3,NA,NA,NA,NA,206.5,292.1,438227.693,135886.597
11210,110614,110614,CAGL8,6.5,2.1,Log,Log,G,G,F,,3,2,5,G,,NA,,NA,,NA,NA,,1,,,,NA,,,,,,395,38.7,NA,NA,NA,NA,206.5,292.1,438227.693,135886.597
11210,110614,110614,CAGL8,6.5,2.1,Log,Log,H,H,F,,3,2,5,G,,NA,,NA,,NA,NA,,1,,,,NA,,,,,,41,36.3,NA,NA,NA,NA,206.5,292.1,438227.693,135886.597
11210,110614,110614,CAGL8,6.5,2.1,Log,Log,I,I,F,,3,2,5,G,,NA,,NA,,NA,NA,,1,,,,NA,,,,,,37.2,35.3,NA,NA,NA,NA,206.5,292.1,438227.693,135886.597
1154,110834,110834,COFL2,2,8.2,Log,Log,A,A,C,,4,2,3,G;A,,NA,,NA,,10.9,NA,,5,,,,NA,,,,,,6.4,11.1,NA,NA,NA,NA,242,238.2,438263.193,135832.697
1156,110855,110855,CACA18,9.4,4.9,Log,,A,,F,,4,2,,G,,NA,,NA,,10.8,NA,,2,,,,NA,Not found,,,,,9.6,8.7,NA,NA,NA,NA,249.4,254.9,438270.593,135849.397
1158,110881,110881,UNKN,0.8,6.3,Log,Log,B,B,F,,4,2,4,G,,NA,,NA,,78.2,NA,,10,,,,NA,,,,,,69.5,51.9,NA,NA,NA,NA,240.8,276.3,438261.993,135870.797
1158,110881,110881,UNKN,0.8,6.3,Snag,Snag,A,A,F,,4,2,5,NA,,3,,69.5,,78.2,73.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,240.8,276.3,438261.993,135870.797
1165,111007,111007,CAGL8,4,7.5,Log,Log,A,A,C,,1,1,2,G,,NA,,NA,,50.8,NA,,25,,,,windthrow,,,,,,55,32,NA,NA,NA,NA,254,247.5,438275.193,135841.997
