QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2014,BDS.2021,PIECE.2014,PIECE.2021,INTEG.2021,DECAYCLASSORIG,DECAYCLASS.2021,GC.2021,HEIGHT.2014,HEIGHT.2021,TOPDIAM.2014,TOPDIAM.2021,DBH,DBH.2021,LENGTH.2014,LENGTH.2021,ANGLE,DIRECTION,NOTES.2014
16810,162771,,,,,standing dead,,A,,,2,,,,,,,53.4,,,,,,
16810,162770,,,,,standing dead,,A,,,2,,,,,,,30.2,,,,,,
31010,no tag,,,,,lying whole,,A,,,3,,,,,,,9.5,,7.8,,,,
51010,50271,,,,,standing dead,,A,,,3,,,,,,,11.4,,,,,,leaning
51010,50267,,,,,stump,,A,,,3,,,1.3,,,,7.8,,,,,,
61010,61491,,,,,lying whole,,A,,,2,,,,,,,10.1,,3.7,,,,
101010,101911,,,,,lying whole,,A,,,3,,,,,,,52.2,,12.1,,,,
111010,112141,,,,,standing broken,,A,,,2,,,1.8,,8,,10.1,,,,,,
111010,112141,,,,,standing broken,,B,,,2,,,,,,,8,,3.2,,,,
111010,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
121010,123741,,,,,standing broken,,A,,,3,,,12,,24.2,,37,,,,,,
121010,123741,,,,,standing broken,,B,,,3,,,,,,,24.2,,1.8,,,,
141010,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
141010,no tag,,,,,lying whole,,A,,,3,,,,,,,10.5,,8.2,,,,
141010,142560,,,,,standing dead,,A,,,3,,,,,,,35,,,,,,
161010,162765,,,,,standing broken,,A,,,3,,,,,,,,,,,,,no top
